Profile_mean,Profile_stdev,Profile_skewness,Profile_kurtosis,DM_mean,DM_stdev,DM_skewness,DM_kurtosis,class
1.3544662076428717,-0.32375664012778094,-0.7217995284365032,-0.3642080483344751,-0.564998389787291,-0.9210622247052125,0.5365226994866854,0.8193345346007828,0.0
0.8683073921369577,1.5277257579014292,-0.8157444041978652,-0.6311330182779642,-0.44394143054827523,-0.21486557714920437,0.04314641149674967,-0.29102222611862394,0.0
0.06907248078168572,-0.8112526038252879,-0.5282983503062005,-0.3120789716367374,-0.667683068214826,-0.9603855423374109,1.4221395945249022,1.7367106051793846,0.0
0.4340097591751957,0.04459725346427617,-0.6875992260133196,-0.5456719365435351,-0.536985209198971,-0.5757547822643662,0.4255894184397429,0.16451386932976633,0.0
0.05507314316240548,-0.260862354844839,-0.29611078489297266,-0.49254896056763287,-0.39091648144932334,-0.4121626511836914,-0.116006712281767,-0.34018653169483865,0.0
-0.0346498843066179,1.0322507864759534,-0.3309288104190517,-0.6415893286132881,0.2727594256528725,0.8130126724239511,-0.9484073282745789,-0.9543156327595939,0.0
1.135249307195506,1.8543764385485175,-0.6366140780711957,-0.7272556675034362,-0.7124313958134034,-1.0246865855071066,1.9488845577074032,2.5835782862183923,0.0
-0.21950477423393203,0.6848704235255544,-0.31871971539811883,-0.6532926345334716,3.4990956501599224,2.926382814619399,-1.7670474340064994,-1.2224114749070893,0.0
0.9809384266193488,0.4971830686936237,-0.8753370890075431,-0.4967098858427478,-0.7256194191525625,-0.9587249451449033,2.2951466443915267,2.7139278701882845,0.0
-1.071237201661505,-1.126080118794396,0.07016542904157373,0.17016850489911264,-0.6927857885670442,-0.9766563890030294,1.5890703335793936,1.9314729600785399,0.0
0.28988021504942413,-0.47465390168647315,-0.3302818191005449,-0.43551498081119394,-0.6441265299310237,-1.0312682427362145,1.5185212477210672,2.326185656963132,0.0
-0.1014649047622736,0.7592392053540157,-0.4178064188103662,-0.5056682819513665,-0.3803660628215075,-0.15463445755217167,-0.17743097506122135,-0.4575322340505476,0.0
1.5905459465861884,0.03804745051415305,-1.0764556511381986,-0.5812481410952172,-0.4877802391870975,-0.5516058709404084,0.18342868222548409,-0.04141516268690803,0.0
0.49796127875418045,-0.7456569216841201,-0.5876562167296755,-0.2502047103426334,-0.6920581735080188,-1.0291412720724962,1.9926285692779413,2.7298049768497497,0.0
2.0172075772101614,2.0853997598384666,-1.4772329995110705,-0.6223254439680347,-0.60929195796038,-0.4811103057057507,1.0966618880686363,0.7257278265551064,0.0
0.5673216333224326,0.2111560501284583,-0.4009564099430551,-0.4805676128596109,-0.6159314455507527,-0.9797212709146644,1.0535660168176653,1.5220919362918792,0.0
-0.36554331894415093,0.9587563868005792,-0.07033186318890768,-0.5333179399244835,2.353920463416042,2.3274076062186757,-1.6315763925549123,-1.1950542250555778,0.0
0.5116424496093861,1.7354106772559847,-0.6751592889856588,-0.725675851950947,-0.5338018932205532,-0.757292030693202,0.4211591711775554,0.329652316372008,0.0
0.03248330291311236,-0.3778375027102448,-0.3029500384132214,-0.4155039623628471,-0.5967405977298817,-0.8569029374599807,0.7446360438787883,0.7497104951867654,0.0
1.3859647172862521,0.22506189155599823,-0.7200861706928341,-0.6500766199042434,-0.5524470296655712,-0.8085970404123942,0.3510432229980005,0.3205085139969244,0.0
0.8024468719735257,0.21586744860875626,-0.9197542744974457,-0.60709293404039,-0.40492307179787257,-0.21682591712973634,-0.15707924457093955,-0.4372926795913648,0.0
0.1657951770603492,0.3690327075952416,-0.4550403045728371,-0.5303576360526101,-0.5790049801358403,-0.8724903436912942,0.9589604232500606,1.0835222366552948,0.0
0.05539130992648003,1.2629595174086814,-0.43963859051443765,-0.6857880651879017,-0.5530836928830104,-0.8373623850662653,0.4114695345470943,0.43771346007098144,0.0
-0.6891189180079692,-0.713522123950516,-0.058110886012707696,-0.24584549911584058,-0.5565398644949654,-0.5749981824824549,0.3388947778004068,0.02762492255479878,0.0
1.2112911638093238,0.37122416355697396,-0.8101829161035838,-0.6210516176615808,-0.4947835343613721,-0.3820626639710477,0.17309022864307666,-0.13959922941218342,0.0
-0.811931288940746,-1.1987029189900777,-0.0023168365155195577,0.12229248196833778,-0.6433989148719983,-1.0516709210284503,1.5766713154454906,2.590645315547161,0.0
0.7537673570701194,1.1427893423436035,-0.6749834161279329,-0.6493810100273372,-0.5001496956256448,-0.679787958184976,0.06451057148266656,-0.08097569415837323,0.0
-0.04801288839774904,0.13854490501124855,-0.4226273893073991,-0.4041798534392764,-0.6259361529114941,-0.8543892380077461,0.9602893372728283,0.9471010973491975,0.0
1.5294579278838747,1.5770836730506381,-0.6490309910595448,-0.7636179595215716,-0.5642707747282655,-0.823043509390056,0.6266785695266313,0.6063940920219447,0.0
0.8663983915525105,0.48602577974777045,-0.659087634054935,-0.6351483472388715,-0.6102014768113565,-0.7964177077231475,0.9214779541312624,0.8886724663766913,0.0
0.6280914852606718,1.137172932014172,-0.8543426556599883,-0.5933721417961146,-0.24812202162845814,0.0029828969237574612,-0.4922352918189876,-0.6805097198128736,0.0
0.25997253922641633,0.8101623828715931,-0.019744946786380706,-0.4260120255525145,0.11732265332480891,0.6000322158688404,-0.8292659229788762,-0.8894968775215542,0.0
0.27810804477866574,-0.19907017833927337,-0.2642310494023238,-0.37200323855657047,0.08412521515538875,0.37123456310359426,-0.9224179811070552,-0.9319448640090388,0.0
1.243744173744928,0.18111061093043557,-1.1891490610120483,-0.5028950932483037,-0.5554484418520379,-0.6625810283441824,0.5290586281200809,0.2938008879865534,0.0
-0.35090764779672157,1.0983319116873222,-0.3661825715041682,-0.6637570091763089,-0.4958749570042997,-0.6153686677357201,0.4528034501406478,0.28486630864223045,0.0
-0.8723829741149106,-1.2332689882542427,0.07617247332085816,0.19607788121062888,-0.5882820724375561,-0.7357491087032901,0.6351582537419371,0.44403551104741185,0.0
-0.6582567418927379,0.7710797990262767,-0.022826591604504235,-0.4735001490846381,-0.4806859921712367,-0.6653849856043168,0.05277350055122533,-0.07937511331454414,0.0
-1.0636011993237158,-1.153078525942887,-0.10884083748326709,0.07875560602124992,-0.6038348448545211,-0.9090447592109575,0.7211291914263864,0.8921687065905949,0.0
1.2335628372945424,0.24366413655302352,-0.9068519934002546,-0.5112234488889031,-0.5316190479346984,-0.8144422585374901,0.48037061445835944,0.5113384927260436,0.0
0.17406751292628755,-0.6674097517454823,-0.676561690416589,-0.37849360605543686,-0.5964677420963446,-0.5462635383339866,0.6789213194161645,0.3125152135648298,0.0
0.6347729873062373,-0.09070538356462132,-0.523795015751866,-0.45710187092659227,-0.6052900749725721,-0.8740956256259685,1.0033961069065807,1.1594591249578163,0.0
1.4702789097660083,0.011572070474392113,-0.934560558388485,-0.5498696372476876,-0.3998297661671372,-0.13693842067340303,-0.17962153085311516,-0.48742421915672374,0.0
0.8870792312173563,1.603644159509679,-0.8472707060171643,-0.7118953339452353,-0.6352132452132099,-0.982381174807565,1.170014807566466,1.625569388959191,0.0
0.6602263284322014,-0.9580661259655376,-0.7003153976539808,-0.2926450508881796,-0.6070181608329388,-0.9285543751790717,1.0836732702057006,1.336565363955906,0.0
